Diet,Category,CO2_share_pct,Mass_share_pct
Monitor 2024,Red Meat,25.765812221662582,4.8749198203976905
Monitor 2024,Poultry,2.5702742053973453,2.886465683130212
Monitor 2024,Dairy (Milk & Milkproducts),10.098470227984054,14.111610006414368
Monitor 2024,Cheese & Eggs,4.631665398160843,4.041051956382296
Monitor 2024,Fish,2.224931397422575,1.4111610006414368
Monitor 2024,Plant Protein,3.592903864854239,3.207184092366902
Monitor 2024,Staples,16.57725939225591,29.185375240538807
Monitor 2024,Rice,5.024353982793133,5.131494547787043
Monitor 2024,Veg & Fruit,12.155108416765739,19.563822963438103
Monitor 2024,Ultra-Processed,10.42923595189605,7.6972418216805645
Monitor 2024,Soups,1.1611016429532324,1.2828736369467608
Monitor 2024,Beverages & Additions,0.7291766848640466,2.5657472738935216
Monitor 2024,Fats (Butter),1.400920831941977,1.2828736369467608
Monitor 2024,Oils (Plant-based),2.957351363321321,1.603592046183451
Monitor 2024,Condiments,0.6814344177269416,1.1545862732520846
Amsterdam Theoretical,Red Meat,25.96915732979643,4.66977985323549
Amsterdam Theoretical,Poultry,1.6653007616714677,1.8679119412941962
Amsterdam Theoretical,Dairy (Milk & Milkproducts),12.42721928966297,17.34489659773182
Amsterdam Theoretical,Cheese & Eggs,4.991436400141117,4.336224149432955
Amsterdam Theoretical,Fish,1.0530806896796492,0.66711140760507
Amsterdam Theoretical,Plant Protein,2.4923502081986215,2.201467645096731
Amsterdam Theoretical,Staples,17.082587320383045,29.68645763842562
Amsterdam Theoretical,Rice,1.6349254576669674,1.6677785190126753
Amsterdam Theoretical,Veg & Fruit,11.661414536079368,18.67911941294196
Amsterdam Theoretical,Ultra-Processed,12.24614162837534,9.006004002668446
Amsterdam Theoretical,Soups,1.5112905193418495,1.6677785190126753
Amsterdam Theoretical,Beverages & Additions,0.8840128340515251,3.068712474983322
Amsterdam Theoretical,Fats (Butter),1.8234393039677097,1.6677785190126753
Amsterdam Theoretical,Oils (Plant-based),3.6953185112433937,2.0013342228152102
Amsterdam Theoretical,Condiments,0.862325209740524,1.467645096731154
Metropolitan,Red Meat,37.042116591579166,8.453350031308704
Metropolitan,Poultry,2.6956298099094087,3.757044458359424
Metropolitan,Dairy (Milk & Milkproducts),7.221126620691057,12.523481527864746
Metropolitan,Cheese & Eggs,4.642936588118254,5.009392611145898
Metropolitan,Fish,1.1932385039828095,0.939261114589856
Metropolitan,Plant Protein,0.8538107422878767,0.939261114589856
Metropolitan,Staples,12.601478195467527,26.29931120851597
Metropolitan,Rice,0.9880121698042085,1.2523481527864746
Metropolitan,Veg & Fruit,6.581277542062951,13.149655604257985
Metropolitan,Ultra-Processed,17.60803208731952,16.28052598622417
Metropolitan,Soups,0.6849731672248025,0.939261114589856
Metropolitan,Beverages & Additions,0.8767147562389671,3.757044458359424
Metropolitan,Fats (Butter),2.456873990444596,2.504696305572949
Metropolitan,Oils (Plant-based),3.7219022670522186,2.504696305572949
Metropolitan,Condiments,0.8318769678166585,1.6906700062617408
Metabolic Balance,Red Meat,42.83536516967548,12.054001928640307
Metabolic Balance,Poultry,5.15739780084842,7.714561234329798
Metabolic Balance,Dairy (Milk & Milkproducts),2.5904583422601637,4.821600771456123
Metabolic Balance,Cheese & Eggs,8.273990051051165,9.643201542912246
Metabolic Balance,Fish,4.56591302982765,3.857280617164899
Metabolic Balance,Plant Protein,2.738810582125283,2.892960462873674
Metabolic Balance,Staples,4.3463386115358045,10.607521697203472
Metabolic Balance,Rice,0.7088656665264079,0.9643201542912248
Metabolic Balance,Veg & Fruit,14.11719914556477,28.929604628736737
Metabolic Balance,Ultra-Processed,1.9760015346587076,1.9286403085824495
Metabolic Balance,Soups,1.9657812953204217,2.892960462873674
Metabolic Balance,Beverages & Additions,0.7759963316021634,3.857280617164899
Metabolic Balance,Fats (Butter),4.673846194690975,5.014464802314368
Metabolic Balance,Oils (Plant-based),4.673095555751265,3.3751205400192865
Metabolic Balance,Condiments,0.6009406885613227,1.446480231436837
Dutch Goal,Red Meat,14.122380447645352,2.2304832713754648
Dutch Goal,Poultry,1.16816433274306,1.1152416356877324
Dutch Goal,Dairy (Milk & Milkproducts),9.387931380083907,11.152416356877323
Dutch Goal,Cheese & Eggs,3.3533987131624317,2.478314745972739
Dutch Goal,Fish,1.378921943148418,0.7434944237918215
Dutch Goal,Plant Protein,10.633222326732335,8.364312267657994
Dutch Goal,Staples,22.644200151515452,33.147459727385375
Dutch Goal,Rice,2.854399301760068,2.478314745972739
Dutch Goal,Veg & Fruit,19.53627141644597,26.64188351920694
